Problem ID,Problem Name,Title Tags,Plain Tags,Number Solved,Complexity,Class
149E,Martian Strings,Suffix arrays suffix trees suffix automatas etc|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,string suffix structures|strings,613,0.825,Hard,
149D,Coloring Brackets,Dynamic programming,dp,709,0.706,Medium,
149C,Division into Teams,Greedy algorithms|Mathematics including integration differential equations etc|Sortings orderings,greedy|math|sortings,2091,0.366,Easy,
149B,Martian Clock,Implementation problems programming technics simulation,implementation,1425,0.0,Easy,
149A,Business trip,Greedy algorithms|Implementation problems programming technics simulation|Sortings orderings,greedy|implementation|sortings,7838,0.353,Easy,
148E,Porcelain,Dynamic programming,dp,1137,0.706,Medium,
148D,Bag of mice,Dynamic programming|Games Sprague–Grundy theorem|Mathematics including integration differential equations etc|Probabilities expected values statistics random variables etc,dp|games|math|probabilities,1908,0.802,Hard,
148C,Terse princess,Constructive algorithms|Greedy algorithms,constructive algorithms|greedy,1542,0.433,Medium,
148B,Escape,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,1969,0.366,Easy,
148A,Insomnia cure,Constructive algorithms|Implementation problems programming technics simulation|Mathematics including integration differential equations etc,constructive algorithms|implementation|math,13223,0.433,Medium,
147B,Smile House,Binary search|Graphs|Matrix multiplication determinant Cramer's rule systems of linear equations,binary search|graphs|matrices,292,0.861,Hard,
147A,Punctuation,Implementation problems programming technics simulation|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,implementation|strings,1114,0.331,Easy,
146B,Lucky Mask,Brute force|Implementation problems programming technics simulation,brute force|implementation,2166,0.298,Easy,
146A,Lucky Ticket,Implementation problems programming technics simulation,implementation,5475,0.0,Easy,
145E,Lucky Queries,Heaps binary search trees segment trees hash tables etc,data structures,566,0.739,Hard,
145D,Lucky Pair,Combinatorics|Heaps binary search trees segment trees hash tables etc|Implementation problems programming technics simulation,combinatorics|data structures|implementation,128,0.739,Hard,
145C,Lucky Subsequence,Combinatorics|Dynamic programming|Mathematics including integration differential equations etc,combinatorics|dp|math,794,0.706,Medium,
145B,Lucky Number 2,Constructive algorithms,constructive algorithms,1066,0.433,Medium,
145A,Lucky Conversion,Greedy algorithms|Implementation problems programming technics simulation,greedy|implementation,3700,0.353,Easy,
144E,Competition,Heaps binary search trees segment trees hash tables etc|Greedy algorithms,data structures|greedy,295,0.739,Hard,
144D,Missile Silos,Heaps binary search trees segment trees hash tables etc|Dfs and similar|Graphs|Shortest paths on weighted and unweighted graphs,data structures|dfs and similar|graphs|shortest paths,1280,0.739,Hard,
144C,Anagram Search,Implementation problems programming technics simulation|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,implementation|strings,2021,0.331,Easy,
144B,Meeting,Implementation problems programming technics simulation,implementation,2179,0.0,Easy,
144A,Arrival of the General,Implementation problems programming technics simulation,implementation,11060,0.0,Easy,
143B,Help Kingdom of Far Far Away 2,Implementation problems programming technics simulation|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,implementation|strings,2347,0.331,Easy,
143A,Help Vasilisa the Wise 2,Brute force|Mathematics including integration differential equations etc,brute force|math,3418,0.366,Easy,
142E,Help Greg the Dwarf 2,Geometry computational geometry,geometry,21,0.781,Hard,
142D,Help Shrek and Donkey 2,Games Sprague–Grundy theorem,games,164,0.663,Medium,
142C,Help Caretaker,Brute force|Dynamic programming,brute force|dp,396,0.706,Medium,
142B,Help General,Constructive algorithms|Greedy algorithms|Implementation problems programming technics simulation,constructive algorithms|greedy|implementation,1136,0.433,Medium,
142A,Help Farmer,Brute force|Mathematics including integration differential equations etc,brute force|math,1536,0.366,Easy,
141E,Clearing Up,Constructive algorithms|Dynamic programming|Disjoint set union|Graphs,constructive algorithms|dp|dsu|graphs,261,0.706,Medium,
141D,Take-off Ramps,Graphs|Shortest paths on weighted and unweighted graphs,graphs|shortest paths,263,0.732,Hard,
141C,Queue,Constructive algorithms|Greedy algorithms|Sortings orderings,constructive algorithms|greedy|sortings,1126,0.433,Medium,
141B,Hopscotch,Geometry computational geometry|Mathematics including integration differential equations etc,geometry|math,2226,0.781,Hard,
141A,Amusing Joke,Implementation problems programming technics simulation|Sortings orderings|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,implementation|sortings|strings,9447,0.331,Easy,
140F,New Year Snowflake,Geometry computational geometry|Sortings orderings,geometry|sortings,232,0.781,Hard,
140E,New Year Garland,Combinatorics|Dynamic programming,combinatorics|dp,214,0.706,Medium,
140D,New Year Contest,Greedy algorithms|Sortings orderings,greedy|sortings,1511,0.353,Easy,
140C,New Year Snowmen,Binary search|Heaps binary search trees segment trees hash tables etc|Greedy algorithms,binary search|data structures|greedy,1780,0.739,Hard,
140B,New Year Cards,Brute force|Greedy algorithms|Implementation problems programming technics simulation,brute force|greedy|implementation,1059,0.353,Easy,
140A,New Year Table,Geometry computational geometry|Mathematics including integration differential equations etc,geometry|math,2575,0.781,Hard,
139B,Wallpaper,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,922,0.366,Easy,
139A,Petr and Book,Implementation problems programming technics simulation,implementation,4754,0.0,Easy,
138E,Hellish Constraints,Brute force|Dynamic programming|Two pointers,brute force|dp|two pointers,69,0.706,Medium,
138D,World of Darkraft,Dynamic programming|Games Sprague–Grundy theorem,dp|games,202,0.706,Medium,
138C,Mushroom Gnomes - 2,Binary search|Heaps binary search trees segment trees hash tables etc|Probabilities expected values statistics random variables etc|Sortings orderings,binary search|data structures|probabilities|sortings,451,0.802,Hard,
138B,Digits Permutations,Greedy algorithms,greedy,615,0.353,Easy,
138A,Literature Lesson,Implementation problems programming technics simulation,implementation,1341,0.0,Easy,
137E,Last Chance,Heaps binary search trees segment trees hash tables etc|Implementation problems programming technics simulation,data structures|implementation,590,0.739,Hard,
137D,Palindromes,Dynamic programming,dp,717,0.706,Medium,
137C,History,Sortings orderings,sortings,2337,0.275,Easy,
137B,Permutation,Greedy algorithms,greedy,3962,0.353,Easy,
137A,Postcards and photos,Implementation problems programming technics simulation,implementation,3666,0.0,Easy,
136B,Ternary Logic,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,2621,0.366,Easy,
136A,Presents,Implementation problems programming technics simulation,implementation,12564,0.0,Easy,
135E,Weak Subsequence,Combinatorics,combinatorics,107,0.687,Medium,
135D,Cycle,Brute force|Dfs and similar|Implementation problems programming technics simulation,brute force|dfs and similar|implementation,206,0.645,Medium,
135C,Zero-One,Constructive algorithms|Games Sprague–Grundy theorem|Greedy algorithms,constructive algorithms|games|greedy,731,0.663,Medium,
135B,Rectangle and Square,Brute force|Geometry computational geometry|Mathematics including integration differential equations etc,brute force|geometry|math,1437,0.781,Hard,
135A,Replacement,Implementation problems programming technics simulation|Sortings orderings,implementation|sortings,3259,0.275,Easy,
134C,Swaps,Constructive algorithms|Graphs|Greedy algorithms,constructive algorithms|graphs|greedy,281,0.705,Medium,
134B,Pairs of Numbers,Brute force|Dfs and similar|Mathematics including integration differential equations etc|Number theory: Euler function GCD divisibility etc,brute force|dfs and similar|math|number theory,685,0.645,Medium,
134A,Average Numbers,Brute force|Implementation problems programming technics simulation,brute force|implementation,1552,0.298,Easy,
133B,Unary,Implementation problems programming technics simulation,implementation,3320,0.0,Easy,
133A,HQ9+,Implementation problems programming technics simulation,implementation,15361,0.0,Easy,
132E,Bits of merry old England,Graph network flows,flows,221,0.877,Hard,
132D,Constants in the language of Shakespeare,Constructive algorithms|Dynamic programming|Greedy algorithms,constructive algorithms|dp|greedy,394,0.706,Medium,
132C,Logo Turtle,Dynamic programming,dp,1115,0.706,Medium,
132B,Piet,Implementation problems programming technics simulation,implementation,366,0.0,Easy,
132A,Turing Tape,Implementation problems programming technics simulation,implementation,2011,0.0,Easy,
131F,Present to Mom,Binary search|Two pointers,binary search|two pointers,376,0.582,Medium,
131E,Yet Another Task with Queens,Sortings orderings,sortings,964,0.275,Easy,
131D,Subway,Dfs and similar|Graphs,dfs and similar|graphs,2061,0.705,Medium,
131C,The World is a Theatre,Combinatorics|Mathematics including integration differential equations etc,combinatorics|math,3413,0.687,Medium,
131B,Opposites Attract,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,3695,0.366,Easy,
131A,cAPS lOCK,Implementation problems programming technics simulation|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,implementation|strings,16279,0.331,Easy,
130J,Date calculation,,,57,0.938,Hard,
130I,Array sorting,Sortings orderings,sortings,64,0.275,Easy,
130H,Balanced brackets,,,128,0.938,Hard,
130G,CAPS LOCK ON,,,143,0.938,Hard,
130F,Prime factorization,,,128,0.938,Hard,
130E,Tribonacci numbers,,,159,0.938,Hard,
130D,Exponentiation,,,224,0.938,Hard,
130C,Decimal sum,,,306,0.938,Hard,
130B,Gnikool Ssalg,Implementation problems programming technics simulation|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,implementation|strings,295,0.331,Easy,
130A,Hexagonal numbers,Implementation problems programming technics simulation,implementation,480,0.0,Easy,
129B,Students and Shoelaces,Brute force|Dfs and similar|Graphs,brute force|dfs and similar|graphs,2719,0.705,Medium,
129A,Cookies,Implementation problems programming technics simulation,implementation,4890,0.0,Easy,
128E,Birthday,Geometry computational geometry|Mathematics including integration differential equations etc,geometry|math,43,0.781,Hard,
128D,Numbers,Constructive algorithms,constructive algorithms,582,0.433,Medium,
128C,Games with Rectangle,Combinatorics|Dynamic programming,combinatorics|dp,934,0.706,Medium,
128B,String,Brute force|Constructive algorithms|Hashing hashtables|Suffix arrays suffix trees suffix automatas etc|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,brute force|constructive algorithms|hashing|string suffix structures|strings,835,0.825,Hard,
128A,Statues,Dfs and similar,dfs and similar,1684,0.645,Medium,
127B,Canvas Frames,Implementation problems programming technics simulation,implementation,3352,0.0,Easy,
127A,Wasted Time,Geometry computational geometry,geometry,3892,0.781,Hard,
126E,Pills,Brute force|Graph network flows,brute force|flows,28,0.877,Hard,
126D,Fibonacci Sums,Dynamic programming|Mathematics including integration differential equations etc,dp|math,364,0.706,Medium,
126C,E-reader Display,Constructive algorithms|Greedy algorithms,constructive algorithms|greedy,457,0.433,Medium,
126B,Password,Binary search|Dynamic programming|Hashing hashtables|Suffix arrays suffix trees suffix automatas etc|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,binary search|dp|hashing|string suffix structures|strings,2941,0.825,Hard,
126A,Hot Bath,Binary search|Brute force|Mathematics including integration differential equations etc,binary search|brute force|math,870,0.582,Medium,
125E,MST Company,Binary search|Graphs,binary search|graphs,237,0.705,Medium,
125D,Two progressions,Constructive algorithms|Greedy algorithms,constructive algorithms|greedy,175,0.433,Medium,
125C,Hobbits' Party,Constructive algorithms|Greedy algorithms,constructive algorithms|greedy,525,0.433,Medium,
125B,Simple XML,Implementation problems programming technics simulation,implementation,1011,0.0,Easy,
125A,Measuring Lengths in Baden,Mathematics including integration differential equations etc,math,1327,0.366,Easy,
124B,Permutations,Brute force|Combinatorics|Implementation problems programming technics simulation,brute force|combinatorics|implementation,1540,0.687,Medium,
124A,The number of positions,Mathematics including integration differential equations etc,math,7059,0.366,Easy,
123E,Maze,Dfs and similar|Dynamic programming|Probabilities expected values statistics random variables etc|Trees,dfs and similar|dp|probabilities|trees,152,0.802,Hard,
123D,String,Suffix arrays suffix trees suffix automatas etc,string suffix structures,319,0.825,Hard,
123C,Brackets,Combinatorics|Dynamic programming|Greedy algorithms,combinatorics|dp|greedy,289,0.706,Medium,
123B,Squares,Mathematics including integration differential equations etc,math,649,0.366,Easy,
123A,Prime Permutation,Implementation problems programming technics simulation|Number theory: Euler function GCD divisibility etc|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,implementation|number theory|strings,1324,0.489,Medium,
122B,Lucky Substring,Brute force|Implementation problems programming technics simulation,brute force|implementation,3569,0.298,Easy,
122A,Lucky Division,Brute force|Number theory: Euler function GCD divisibility etc,brute force|number theory,14775,0.489,Medium,
121E,Lucky Array,Heaps binary search trees segment trees hash tables etc,data structures,384,0.739,Hard,
121D,Lucky Segments,Binary search|Implementation problems programming technics simulation|Two pointers,binary search|implementation|two pointers,152,0.582,Medium,
121C,Lucky Permutation,Brute force|Combinatorics|Number theory: Euler function GCD divisibility etc,brute force|combinatorics|number theory,755,0.687,Medium,
121B,Lucky Transformation,Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,strings,1408,0.331,Easy,
121A,Lucky Sum,Implementation problems programming technics simulation,implementation,2555,0.0,Easy,
120J,Minimum Sum,Divide and Conquer|Geometry computational geometry|Sortings orderings,divide and conquer|geometry|sortings,490,0.857,Hard,
120I,Luck is in Numbers,Greedy algorithms,greedy,227,0.353,Easy,
120H,Brevity is Soul of Wit,Graph matchings König's theorem vertex cover of bipartite graph,graph matchings,609,0.688,Medium,
120G,Boom,Implementation problems programming technics simulation,implementation,539,0.0,Easy,
120F,Spiders,Dynamic programming|Greedy algorithms|Trees,dp|greedy|trees,1463,0.756,Hard,
120E,Put Knight!,Games Sprague–Grundy theorem,games,1503,0.663,Medium,
120D,Three Sons,Brute force,brute force,1296,0.298,Easy,
120C,Winnie-the-Pooh and honey,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,1878,0.366,Easy,
120B,Quiz League,Implementation problems programming technics simulation,implementation,1829,0.0,Easy,
120A,Elevator,Brute force|Implementation problems programming technics simulation|Mathematics including integration differential equations etc,brute force|implementation|math,2193,0.366,Easy,
119E,Alternative Reality,Geometry computational geometry,geometry,44,0.781,Hard,
119D,String Transformation,Hashing hashtables|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,hashing|strings,189,0.714,Medium,
119C,Education Reform,Dynamic programming,dp,520,0.706,Medium,
119B,Before Exam,Constructive algorithms|Implementation problems programming technics simulation|Sortings orderings,constructive algorithms|implementation|sortings,750,0.433,Medium,
119A,Epic Game,Implementation problems programming technics simulation,implementation,10922,0.0,Easy,
118E,Bertown roads,Dfs and similar|Graphs,dfs and similar|graphs,664,0.705,Medium,
118D,Caesar's Legions,Dynamic programming,dp,3024,0.706,Medium,
118C,Fancy Number,Brute force|Greedy algorithms|Sortings orderings|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,brute force|greedy|sortings|strings,1072,0.353,Easy,
118B,Present from Lena,Constructive algorithms|Implementation problems programming technics simulation,constructive algorithms|implementation,6981,0.433,Medium,
118A,String Task,Implementation problems programming technics simulation|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,implementation|strings,24944,0.331,Easy,
117E,Tree or not Tree,Heaps binary search trees segment trees hash tables etc|Divide and Conquer|Implementation problems programming technics simulation|Trees,data structures|divide and conquer|implementation|trees,84,0.857,Hard,
117D,Not Quick Transformation,Divide and Conquer|Mathematics including integration differential equations etc,divide and conquer|math,229,0.857,Hard,
117C,Cycle,Dfs and similar|Graphs,dfs and similar|graphs,1149,0.705,Medium,
117B,Very Interesting Game,Brute force|Number theory: Euler function GCD divisibility etc,brute force|number theory,1017,0.489,Medium,
117A,Elevator,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,1522,0.366,Easy,
116B,Little Pigs and Wolves,Greedy algorithms|Implementation problems programming technics simulation,greedy|implementation,3921,0.353,Easy,
116A,Tram,Implementation problems programming technics simulation,implementation,16906,0.0,Easy,
115E,Linear Kingdom Races,Heaps binary search trees segment trees hash tables etc|Dynamic programming,data structures|dp,312,0.739,Hard,
115D,Unambiguous Arithmetic Expression,Dynamic programming|Parsing expression grammar,dp|expression parsing,126,0.713,Medium,
115C,Plumber,Mathematics including integration differential equations etc,math,441,0.366,Easy,
115B,Lawnmower,Greedy algorithms|Sortings orderings,greedy|sortings,1480,0.353,Easy,
115A,Party,Dfs and similar|Graphs|Trees,dfs and similar|graphs|trees,5726,0.756,Hard,
114B,PFAST Inc.,Bitmasks|Brute force,bitmasks|brute force,1258,0.728,Medium,
114A,Cifera,Mathematics including integration differential equations etc,math,4967,0.366,Easy,
113E,Sleeping,Combinatorics|Implementation problems programming technics simulation|Mathematics including integration differential equations etc,combinatorics|implementation|math,45,0.687,Medium,
113D,Museum,Matrix multiplication determinant Cramer's rule systems of linear equations|Probabilities expected values statistics random variables etc,matrices|probabilities,196,0.861,Hard,
113C,Double Happiness,Brute force|Number theory: Euler function GCD divisibility etc,brute force|number theory,521,0.489,Medium,
113B,Petr#,Brute force|Heaps binary search trees segment trees hash tables etc|Hashing hashtables|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,brute force|data structures|hashing|strings,972,0.739,Hard,
113A,Grammar Lessons,Implementation problems programming technics simulation|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,implementation|strings,1177,0.331,Easy,
112B,Petya and Square,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,2227,0.366,Easy,
112A,Petya and Strings,Implementation problems programming technics simulation|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,implementation|strings,17587,0.331,Easy,
111E,Petya and Rectangle,,,24,0.938,Hard,
111D,Petya and Coloring,Combinatorics|Dynamic programming,combinatorics|dp,259,0.706,Medium,
111C,Petya and Spiders,Bitmasks|Dynamic programming|Disjoint set union,bitmasks|dp|dsu,614,0.728,Medium,
111B,Petya and Divisors,Binary search|Heaps binary search trees segment trees hash tables etc|Number theory: Euler function GCD divisibility etc,binary search|data structures|number theory,1384,0.739,Hard,
111A,Petya and Inequiations,Greedy algorithms,greedy,2263,0.353,Easy,
110B,Lucky String,Constructive algorithms|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,constructive algorithms|strings,3088,0.433,Medium,
110A,Nearly Lucky Number,Implementation problems programming technics simulation,implementation,12949,0.0,Easy,
109E,Lucky Interval,Brute force|Mathematics including integration differential equations etc,brute force|math,38,0.366,Easy,
109D,Lucky Sorting,Constructive algorithms|Sortings orderings,constructive algorithms|sortings,369,0.433,Medium,
109C,Lucky Tree,Dynamic programming|Disjoint set union|Trees,dp|dsu|trees,963,0.756,Hard,
109B,Lucky Probability,Brute force|Probabilities expected values statistics random variables etc,brute force|probabilities,739,0.802,Hard,
109A,Lucky Sum of Digits,Brute force|Implementation problems programming technics simulation,brute force|implementation,4160,0.298,Easy,
108B,Datatypes,Mathematics including integration differential equations etc|Sortings orderings,math|sortings,1271,0.366,Easy,
108A,Palindromic Times,Implementation problems programming technics simulation|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,implementation|strings,3401,0.331,Easy,
107E,Darts,Geometry computational geometry|Probabilities expected values statistics random variables etc,geometry|probabilities,61,0.802,Hard,
107D,Crime Management,Dynamic programming|Matrix multiplication determinant Cramer's rule systems of linear equations,dp|matrices,195,0.861,Hard,
107C,Arrangement,Bitmasks|Dynamic programming,bitmasks|dp,199,0.728,Medium,
107B,Basketball Team,Combinatorics|Dynamic programming|Probabilities expected values statistics random variables etc,combinatorics|dp|probabilities,1268,0.802,Hard,
107A,Dorm Water Supply,Dfs and similar|Graphs,dfs and similar|graphs,1773,0.705,Medium,
106E,Space Rescuers,Geometry computational geometry|Ternary search,geometry|ternary search,351,0.781,Hard,
106D,Treasure Island,Brute force|Implementation problems programming technics simulation,brute force|implementation,672,0.298,Easy,
106C,Buns,Сhinese remainder theorem|Geometry computational geometry,chinese remainder theorem|geometry,1514,0.781,Hard,
106B,Choosing Laptop,Brute force|Implementation problems programming technics simulation,brute force|implementation,2463,0.298,Easy,
106A,Card Game,Implementation problems programming technics simulation,implementation,3087,0.0,Easy,
105E,Lift and Throw,Brute force,brute force,119,0.298,Easy,
105D,Entertaining Geodetics,Brute force|Disjoint set union|Implementation problems programming technics simulation,brute force|dsu|implementation,84,0.686,Medium,
105C,Item World,Brute force|Implementation problems programming technics simulation|Sortings orderings,brute force|implementation|sortings,193,0.298,Easy,
105B,Dark Assembly,Brute force|Probabilities expected values statistics random variables etc,brute force|probabilities,593,0.802,Hard,
105A,Transmigration,Implementation problems programming technics simulation,implementation,1121,0.0,Easy,
104A,Blackjack,Implementation problems programming technics simulation,implementation,3774,0.0,Easy,
103E,Buying Sets,Graph network flows|Graph matchings König's theorem vertex cover of bipartite graph,flows|graph matchings,183,0.877,Hard,
103D,Time to Raid Cowavans,Brute force|Heaps binary search trees segment trees hash tables etc|Sortings orderings,brute force|data structures|sortings,620,0.739,Hard,
103C,Russian Roulette,Constructive algorithms|Greedy algorithms,constructive algorithms|greedy,573,0.433,Medium,
103B,Cthulhu,Dfs and similar|Disjoint set union|Graphs,dfs and similar|dsu|graphs,2772,0.705,Medium,
103A,Testing Pants for Sadness,Greedy algorithms|Implementation problems programming technics simulation|Mathematics including integration differential equations etc,greedy|implementation|math,2671,0.366,Easy,
102B,Sum of Digits,Implementation problems programming technics simulation,implementation,3039,0.0,Easy,
102A,Clothes,Brute force,brute force,1496,0.298,Easy,
101E,Candies and Stones,Divide and Conquer|Dynamic programming,divide and conquer|dp,192,0.857,Hard,
101D,Castle,Dynamic programming|Greedy algorithms|Probabilities expected values statistics random variables etc|Sortings orderings|Trees,dp|greedy|probabilities|sortings|trees,228,0.802,Hard,
101C,Vectors,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,397,0.366,Easy,
101B,Buses,Binary search|Heaps binary search trees segment trees hash tables etc|Dynamic programming,binary search|data structures|dp,802,0.739,Hard,
101A,Homework,Greedy algorithms,greedy,1716,0.353,Easy,
100J,Interval Coloring,Greedy algorithms|Mathematics including integration differential equations etc,greedy|math,22,0.366,Easy,
100I,Rotation,Geometry computational geometry|Mathematics including integration differential equations etc,geometry|math,144,0.781,Hard,
100H,Battleship,Dfs and similar|Implementation problems programming technics simulation,dfs and similar|implementation,38,0.645,Medium,
100G,Name the album,Heaps binary search trees segment trees hash tables etc|Implementation problems programming technics simulation,data structures|implementation,58,0.739,Hard,
100F,Polynom,Implementation problems programming technics simulation,implementation,81,0.0,Easy,
100E,Lamps in a Line,Mathematics including integration differential equations etc,math,104,0.366,Easy,
100D,World of Mouth,Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,strings,153,0.331,Easy,
100C,A+B,Implementation problems programming technics simulation,implementation,250,0.0,Easy,
100B,Friendly Numbers,Implementation problems programming technics simulation,implementation,172,0.0,Easy,
100A,Carpeting the Room,Implementation problems programming technics simulation,implementation,277,0.0,Easy,
99B,Help Chef Gerasim,Implementation problems programming technics simulation|Sortings orderings,implementation|sortings,1264,0.275,Easy,
99A,Help Far Away Kingdom,Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,strings,2738,0.331,Easy,
98E,Help Shrek and Donkey,Dynamic programming|Games Sprague–Grundy theorem|Mathematics including integration differential equations etc|Probabilities expected values statistics random variables etc,dp|games|math|probabilities,56,0.802,Hard,
98D,Help Monks,Constructive algorithms,constructive algorithms,118,0.433,Medium,
98C,Help Greg the Dwarf,Geometry computational geometry|Ternary search,geometry|ternary search,179,0.781,Hard,
98B,Help King,Implementation problems programming technics simulation|Probabilities expected values statistics random variables etc|Trees,implementation|probabilities|trees,35,0.802,Hard,
98A,Help Victoria the Wise,Brute force|Implementation problems programming technics simulation,brute force|implementation,718,0.298,Easy,
97E,Leaders,Dfs and similar|Disjoint set union|Graphs|Trees,dfs and similar|dsu|graphs|trees,56,0.756,Hard,
97D,Robot in Basement,Bitmasks|Brute force|Implementation problems programming technics simulation,bitmasks|brute force|implementation,75,0.728,Medium,
97C,Winning Strategy,Binary search|Graphs|Mathematics including integration differential equations etc|Shortest paths on weighted and unweighted graphs,binary search|graphs|math|shortest paths,147,0.732,Hard,
97B,Superset,Constructive algorithms|Divide and Conquer,constructive algorithms|divide and conquer,253,0.857,Hard,
97A,Domino,Brute force|Implementation problems programming technics simulation,brute force|implementation,158,0.298,Easy,
96B,Lucky Numbers (easy),Binary search|Bitmasks|Brute force,binary search|bitmasks|brute force,2751,0.728,Medium,
96A,Football,Implementation problems programming technics simulation|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,implementation|strings,18160,0.331,Easy,
95E,Lucky Country,Dynamic programming|Disjoint set union|Graphs,dp|dsu|graphs,349,0.706,Medium,
95D,Horse Races,Dynamic programming|Mathematics including integration differential equations etc,dp|math,169,0.706,Medium,
95C,Volleyball,Shortest paths on weighted and unweighted graphs,shortest paths,980,0.732,Hard,
95B,Lucky Numbers,Dynamic programming|Greedy algorithms,dp|greedy,548,0.706,Medium,
95A,Hockey,Implementation problems programming technics simulation|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,implementation|strings,973,0.331,Easy,
94B,Friends,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,1636,0.366,Easy,
94A,Restoring Password,Implementation problems programming technics simulation|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,implementation|strings,3922,0.331,Easy,
93E,Lostborn,Dynamic programming|Mathematics including integration differential equations etc,dp|math,222,0.706,Medium,
93D,Flags,Dynamic programming|Mathematics including integration differential equations etc|Matrix multiplication determinant Cramer's rule systems of linear equations,dp|math|matrices,199,0.861,Hard,
93C,Azembler,Brute force|Implementation problems programming technics simulation,brute force|implementation,163,0.298,Easy,
93B,End of Exams,Greedy algorithms,greedy,524,0.353,Easy,
93A,Frames,Implementation problems programming technics simulation,implementation,1231,0.0,Easy,
92B,Binary Number,Greedy algorithms,greedy,2123,0.353,Easy,
92A,Chips,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,5329,0.366,Easy,
91E,Igloo Skyscraper,Heaps binary search trees segment trees hash tables etc|Geometry computational geometry,data structures|geometry,258,0.781,Hard,
91D,Grocer's Problem,Constructive algorithms|Graphs|Greedy algorithms,constructive algorithms|graphs|greedy,170,0.705,Medium,
91C,Ski Base,Combinatorics|Disjoint set union|Graphs,combinatorics|dsu|graphs,461,0.705,Medium,
91B,Queue,Binary search|Heaps binary search trees segment trees hash tables etc,binary search|data structures,1705,0.739,Hard,
91A,Newspaper Headline,Greedy algorithms|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,greedy|strings,1430,0.353,Easy,
90B,African Crossword,Implementation problems programming technics simulation|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,implementation|strings,1718,0.331,Easy,
90A,Cableway,Greedy algorithms|Mathematics including integration differential equations etc,greedy|math,1902,0.366,Easy,
89E,Fire and Ice,Greedy algorithms,greedy,29,0.353,Easy,
89D,Space mines,Geometry computational geometry,geometry,169,0.781,Hard,
89C,Chip Play,Brute force|Heaps binary search trees segment trees hash tables etc|Implementation problems programming technics simulation,brute force|data structures|implementation,357,0.739,Hard,
89B,Widget Library,Dynamic programming|Parsing expression grammar|Graphs|Implementation problems programming technics simulation,dp|expression parsing|graphs|implementation,335,0.713,Medium,
89A,Robbery,Greedy algorithms,greedy,954,0.353,Easy,
88B,Keyboard,Implementation problems programming technics simulation,implementation,713,0.0,Easy,
88A,Chord,Brute force|Implementation problems programming technics simulation,brute force|implementation,1734,0.298,Easy,
87E,Mogohu-Rea Idol,Geometry computational geometry,geometry,88,0.781,Hard,
87D,Beautiful Road,Dfs and similar|Dynamic programming|Disjoint set union|Implementation problems programming technics simulation|Sortings orderings|Trees,dfs and similar|dp|dsu|implementation|sortings|trees,329,0.756,Hard,
87C,Interesting Game,Dynamic programming|Games Sprague–Grundy theorem,dp|games,684,0.706,Medium,
87B,Vasya and Types,Implementation problems programming technics simulation|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,implementation|strings,636,0.331,Easy,
87A,Trains,Mathematics including integration differential equations etc,math,1483,0.366,Easy,
